Time,Temperature
2082,20.39953
2083,20.39953
2084,20.53863
2085,20.39953
2086,20.53863
2087,20.53863
2088,20.53863
2089,20.53863
2090,20.53863
2091,20.53863
2093,20.60821
2094,20.60821
2095,20.53863
2096,20.53863
2097,20.67782
2098,20.53863
2099,20.46905
2100,20.60821
2101,20.46905
2102,20.39953
2103,20.46905
2104,20.53863
2105,20.85192
2106,20.53863
2108,20.53863
2109,20.53863
2110,20.53863
2111,20.53863
2112,20.60821
2113,20.67782
2114,20.39953
2115,20.46905
2116,20.67782
2117,21.02612
2118,20.60821
2119,20.60821
2120,20.46905
2121,20.67782
2123,20.46905
2124,20.67782
2125,20.60821
2126,20.60821
2127,20.67782
2128,20.67782
2129,20.60821
2130,20.67782
2131,21.2004
2132,20.46905
2133,20.67782
2136,20.60821
2137,20.53863
2138,20.85192
2139,20.53863
2140,20.67782
2141,20.85192
2142,20.85192
2143,20.67782
2144,20.67782
2145,21.2004
2146,20.53863
2147,20.53863
2148,20.60821
2150,20.85192
2151,21.02612
2152,20.85192
2153,21.02612
2154,20.67782
2155,21.2004
2156,20.67782
2157,20.67782
2158,20.67782
2159,20.67782
2160,21.02612
2161,21.02612
2162,20.67782
2164,20.67782
2165,20.85192
2166,20.60821
2167,20.60821
2168,20.85192
2169,21.02612
2170,20.60821
2171,21.02612
2172,20.85192
2173,21.02612
2174,20.85192
2175,20.85192
2177,20.85192
2178,20.85192
2179,20.85192
2180,20.60821
2181,21.37484
2182,20.85192
2183,21.02612
2184,21.2004
2185,20.46905
2186,20.67782
2187,21.2004
2188,20.60821
2189,20.85192
2191,21.02612
2192,20.67782
2193,20.60821
2194,20.60821
2195,21.2004
2196,20.85192
2197,20.67782
2198,20.60821
2200,20.67782
2201,20.85192
2203,20.85192
2204,21.2004
2205,21.2004
2206,20.85192
2207,21.02612
2208,20.85192
2209,21.02612
2210,21.02612
2211,21.02612
2212,21.37484
2213,21.02612
2214,21.02612
2216,20.85192
2217,20.85192
2218,20.85192
2219,20.85192
2220,20.85192
2221,21.2004
2222,21.44467
2223,21.02612
2224,21.2004
2225,21.2004
2226,20.67782
2227,21.2004
2229,20.67782
2230,21.37484
2231,21.02612
2232,21.02612
2233,20.85192
2234,21.02612
2235,20.67782
2236,21.02612
2237,21.44467
2239,21.2004
2240,21.37484
2241,21.44467
2242,21.2004
2243,21.2004
2244,21.37484
2245,21.2004
2246,21.2004
2247,21.2004
2248,21.44467
2250,21.51449
2251,21.44467
2252,21.02612
2253,21.02612
2254,21.2004
2255,21.37484
2256,21.44467
2257,21.58434
2259,21.44467
2260,21.44467
2261,21.37484
2262,21.58434
2263,21.51449
2264,21.37484
2267,21.44467
2268,21.51449
2269,21.51449
2270,21.51449
2271,21.37484
2272,21.58434
2273,21.51449
2274,21.51449
2275,21.44467
2276,21.51449
2278,21.37484
2279,21.58434
2280,21.51449
2281,21.44467
2282,21.51449
2283,21.51449
2284,21.65417
2285,21.51449
2286,21.58434
2287,21.65417
2289,21.51449
2290,21.51449
2291,21.51449
2292,21.58434
2293,21.72408
2294,21.51449
2295,21.58434
2296,21.58434
2297,21.65417
2298,21.51449
2300,21.58434
2301,21.37484
2302,21.8406
2303,21.58434
2304,21.58434
2305,21.37484
2306,21.65417
2307,21.65417
2308,21.65417
2309,21.72408
2311,21.65417
2312,21.58434
2313,21.8406
2314,21.72408
2315,21.8406
2316,22.07385
2317,21.72408
2318,21.65417
2319,21.8406
2321,21.8406
2322,21.72408
2323,21.72408
2324,22.07385
2325,21.65417
2326,22.07385
2327,21.95718
2328,21.95718
2329,22.07385
2331,22.19055
2333,21.72408
2334,21.8406
2335,21.8406
2336,22.19055
2337,22.30734
2338,22.30734
2340,22.42422
2341,21.8406
2342,22.07385
2343,22.19055
2344,22.19055
2345,22.07385
2346,21.95718
2347,22.30734
2348,21.95718
2349,22.07385
2351,22.30734
2352,22.30734
2353,22.42422
2354,22.30734
2355,22.30734
2356,22.19055
2357,22.19055
2358,22.19055
2359,22.30734
2361,22.42422
2362,22.42422
2363,22.42422
2364,22.30734
2365,22.42422
2366,22.42422
2367,22.42422
2368,22.30734
2369,22.42422
2371,22.42422
2372,22.30734
2373,22.30734
2374,22.42422
2375,22.30734
2376,22.42422
2377,22.42422
2378,22.42422
2379,22.42422
2380,22.42422
2381,22.42422
2383,22.49435
2384,22.42422
2385,22.49435
2386,22.42422
2387,22.49435
2388,22.42422
2389,22.49435
2390,22.42422
2391,22.42422
2392,22.49435
2393,22.49435
2394,22.49435
2395,22.42422
2396,22.49435
2399,22.56454
2400,22.63473
2401,22.56454
2402,22.49435
2403,22.56454
2404,22.63473
2405,22.56454
2406,22.56454
2407,22.56454
2408,22.56454
2409,22.63473
2410,22.56454
2411,22.56454
2413,22.56454
2414,22.56454
2415,22.56454
2416,22.56454
2417,22.56454
2418,22.56454
2419,22.63473
2420,22.63473
2421,22.63473
2422,22.63473
2423,22.56454
2424,22.56454
2425,22.63473
2426,22.63473
2428,22.56454
2429,22.63473
2430,22.56454
2431,22.63473
2432,22.70495
2433,22.63473
2434,22.63473
2435,22.63473
2436,22.63473
2437,22.63473
2438,22.63473
2439,22.70495
2440,22.63473
2441,22.56454
2443,22.63473
2444,22.70495
2445,22.63473
2446,22.70495
2447,22.70495
2448,22.7752
2449,22.7752
2450,22.7752
2451,22.7752
2452,22.7752
2453,22.70495
2454,22.89236
2455,22.70495
2457,22.89236
2458,22.7752
2459,22.7752
2460,22.7752
2461,22.7752
2463,22.89236
2464,22.7752
2465,22.7752
2466,22.89236
2467,22.89236
2468,23.00958
2469,22.89236
2471,22.89236
2472,22.89236
2473,22.89236
2474,22.89236
2475,22.89236
2476,22.89236
2477,22.89236
2478,22.89236
2479,22.89236
2480,22.89236
2481,22.89236
2482,22.89236
2484,22.7752
2485,23.00958
2486,22.89236
2487,22.89236
2488,22.89236
2489,23.00958
2490,23.00958
2491,23.00958
2492,23.00958
2493,23.00958
2494,23.00958
2495,23.00958
2497,23.00958
2498,23.00958
2499,23.12689
2500,23.00958
2501,23.00958
2502,23.00958
2503,23.12689
